transcript_id,novelty,illumina_sj_support,gencode_sj_support
ENST00000484537.2,Known,True,True
ENST00000308647.7,Known,False,True
ENST00000378756.7,Known,False,True
ENCODEHT000325152,NIC,False,False
ENCODEHT000192971,ISM,False,True
ENCODEHT000192974,ISM,True,True
ENST00000291386.3,Known,True,True
ENST00000378726.1,Known,True,True
ENST00000359060.5,Known,True,True
ENST00000477990.1,Known,True,True
ENST00000463492.1,Known,False,True
ENCODEHT000192999,NIC,False,True
ENST00000511910.1,Known,False,True
ENCODEHT000193000,NIC,False,True
ENST00000470373.1,Known,False,True
ENCODEHT000254750,ISM,True,True
ENCODEHT000193006,ISM,True,True
ENST00000611123.1,Known,False,True
ENCODEHT000325157,NNC,False,False
ENST00000358779.9,Known,False,True
ENCODEHT000325161,ISM,True,True
ENCODEHT000193012,NIC,True,True
ENST00000647043.1,Known,False,True
ENST00000341426.9,Known,False,True
ENCODEHT000254776,NIC,False,True
ENCODEHT000254779,ISM,False,True
ENST00000610897.4,Known,True,True
ENST00000378609.8,Known,True,True
ENCODEHT000193029,NIC,True,False
ENCODEHT000254783,ISM,True,True
ENCODEHT000193033,ISM,True,True
ENCODEHT000254785,ISM,True,True
ENCODEHT000254786,ISM,True,True
ENCODEHT000254789,ISM,True,True
ENST00000400918.7,Known,True,True
ENST00000378543.2,Known,False,True
ENST00000378546.8,Known,True,True
ENCODEHT000193058,NIC,False,True
ENST00000476803.1,Known,True,True
ENST00000420515.1,Known,False,True
ENST00000378513.7,Known,True,True
ENCODEHT000254838,NIC,True,False
ENST00000605895.5,Known,True,True
ENCODEHT000193069,NIC,False,False
ENCODEHT000254841,NIC,False,False
ENST00000378512.5,Known,True,True
ENST00000288774.7,Known,False,True
ENST00000447513.6,Known,False,True
ENCODEHT000193082,NIC,False,True
ENST00000378466.7,Known,False,True
ENST00000448624.2,antisense,True,True
ENST00000448624.2,Known,True,True
ENCODEHT000254870,NIC,False,True
ENST00000355716.4,Known,True,True
ENST00000493183.5,Known,False,True
ENST00000474659.5,Known,False,True
ENST00000378427.6,Known,False,True
ENST00000378322.7,Known,True,True
ENST00000270708.11,Known,True,True
ENCODEHT000193128,NIC,True,True
ENCODEHT000193131,NIC,True,True
ENST00000479331.1,Known,True,True
ENST00000378295.8,Known,False,True
ENST00000354437.8,Known,False,True
ENCODEHT000325201,ISM,False,True
ENST00000642557.1,Known,True,True
ENST00000378251.2,Known,False,True
ENCODEHT000193140,NNC,False,False
ENST00000462356.5,Known,True,True
ENST00000378230.7,Known,True,True
ENST00000484420.1,Known,True,True
ENCODEHT000254936,NNC,False,False
ENST00000378209.7,Known,False,True
ENST00000361605.3,Known,True,True
ENCODEHT000325210,NNC,True,False
ENST00000378097.5,Known,True,True
ENST00000352527.5,Known,True,True
ENST00000341524.5,Known,True,True
ENCODEHT000325216,NIC,True,True
ENST00000234875.8,Known,True,True
ENCODEHT000193171,NNC,False,False
ENST00000480661.1,Known,True,True
ENCODEHT000193172,NNC,False,False
ENCODEHT000193176,NNC,True,False
ENCODEHT000193178,NIC,False,False
ENCODEHT000254954,NIC,True,False
ENST00000465387.5,Known,True,True
ENST00000484435.1,Known,False,True
ENST00000343813.9,Known,True,True
ENST00000489498.5,Known,True,True
ENST00000474756.1,Known,True,True
ENCODEHT000254965,ISM,True,True
ENST00000608083.5,Known,True,True
ENST00000377842.7,Known,True,True
ENCODEHT000193191,ISM,True,True
ENCODEHT000254967,ISM,True,True
ENCODEHT000325238,NNC,False,False
ENST00000377705.5,Known,True,True
ENST00000377674.8,Known,False,True
ENST00000466941.1,Known,True,True
ENST00000377658.8,Known,False,True
ENST00000377648.4,Known,False,True
ENST00000054650.8,Known,False,True
ENCODEHT000193233,ISM,True,True
ENST00000472925.1,Known,True,True
ENST00000377577.9,Known,True,True
ENST00000294401.11,Known,True,True
ENST00000490738.5,Known,True,True
ENCODEHT000325250,NIC,True,True
ENST00000476163.5,Known,True,True
ENST00000473578.5,Known,True,True
ENST00000467404.6,Known,True,True
ENST00000461311.1,Known,True,True
ENCODEHT000325253,NIC,True,False
ENCODEHT000325254,NIC,True,True
ENST00000054666.10,Known,True,True
ENST00000377507.7,Known,True,True
ENST00000338639.9,Known,True,True
ENCODEHT000193258,NNC,False,False
ENCODEHT000325257,NIC,True,False
ENST00000493678.5,Known,True,True
ENCODEHT000193259,NNC,False,False
ENST00000377493.9,Known,True,True
ENCODEHT000193263,NIC,False,False
ENCODEHT000193264,NIC,True,True
ENCODEHT000193267,NIC,False,False
ENCODEHT000193268,NIC,True,True
ENCODEHT000193269,ISM,True,True
ENST00000234590.10,Known,True,True
ENCODEHT000193289,ISM,True,True
ENST00000464920.2,Known,True,True
ENCODEHT000193291,NNC,False,False
ENCODEHT000193293,NIC,True,False
ENCODEHT000193294,ISM,True,True
ENCODEHT000193295,ISM,True,True
ENCODEHT000193296,ISM,True,True
ENCODEHT000193297,ISM,True,True
ENCODEHT000193298,ISM,True,True
ENCODEHT000325264,NIC,False,False
ENCODEHT000325265,NIC,False,False
ENCODEHT000193299,NNC,False,False
ENCODEHT000193300,ISM,True,True
ENCODEHT000193301,NIC,True,True
ENCODEHT000193303,NNC,True,False
ENCODEHT000193305,NNC,False,False
ENCODEHT000193306,NNC,False,False
ENCODEHT000193312,NNC,True,False
ENCODEHT000193314,NNC,False,False
ENCODEHT000193316,NNC,False,False
ENCODEHT000193317,NIC,True,False
ENCODEHT000193321,ISM,True,True
ENCODEHT000193329,NIC,True,False
ENCODEHT000255052,NIC,False,False
ENCODEHT000255068,ISM,False,False
ENCODEHT000255074,NNC,False,False
ENCODEHT000255076,ISM,False,False
ENCODEHT000325269,NIC,True,True
ENCODEHT000325273,NIC,False,False
ENCODEHT000325276,NIC,False,False
ENCODEHT000325282,NNC,False,False
ENCODEHT000325286,NIC,False,False
ENCODEHT000325293,NIC,False,False
ENST00000645609.1,Known,True,True
ENCODEHT000325306,ISM,True,True
ENCODEHT000193334,NIC,True,True
ENCODEHT000193338,ISM,True,True
ENST00000377424.8,Known,True,True
ENCODEHT000325312,NIC,False,False
ENST00000302692.6,Known,True,True
ENST00000340305.9,Known,False,True
ENST00000377346.8,Known,False,True
ENST00000377320.3,antisense,True,True
ENST00000377320.3,Known,True,True
ENCODEHT000193362,antisense,True,True
ENCODEHT000193362,ISM,True,True
ENST00000400904.7,Known,False,True
ENST00000377223.5,Known,True,True
ENST00000400903.6,Known,True,True
ENST00000377213.1,Known,True,True
ENST00000403197.5,Known,True,True
ENST00000377205.5,Known,True,True
ENST00000253251.12,Known,True,True
ENST00000377153.5,Known,True,True
ENCODEHT000325327,NNC,True,False
ENST00000377093.8,Known,True,True
ENCODEHT000193407,ISM,True,True
ENCODEHT000255145,NNC,False,False
ENCODEHT000193417,NNC,False,False
ENCODEHT000193419,NIC,True,True
ENST00000270776.12,Known,True,True
ENCODEHT000193421,NIC,True,True
ENCODEHT000325341,NIC,True,True
ENCODEHT000193424,ISM,True,True
ENCODEHT000193425,ISM,True,True
ENCODEHT000193426,ISM,True,True
ENCODEHT000193428,ISM,True,True
ENST00000470413.6,Known,True,True
ENST00000602787.6,Known,True,True
ENCODEHT000255162,NIC,True,False
ENCODEHT000193439,NIC,True,True
ENST00000309048.7,Known,True,True
ENST00000477755.1,Known,True,True
ENST00000377038.7,Known,True,True
ENST00000377036.2,Known,True,True
ENCODEHT000193443,ISM,True,True
ENST00000356607.8,Known,True,True
ENCODEHT000193444,NNC,True,False
ENST00000473118.5,Known,True,True
ENST00000240185.7,Known,True,True
ENST00000649624.1,Known,False,True
ENST00000376957.6,Known,True,True
ENST00000376936.8,Known,True,True
ENCODEHT000193476,NIC,True,True
ENCODEHT000193480,NIC,True,True
ENST00000435388.1,antisense,True,True
ENST00000435388.1,Known,True,True
ENST00000376838.5,Known,True,True
ENCODEHT000325370,ISM,True,True
ENST00000376810.5,Known,True,True
ENST00000251547.9,Known,False,True
ENST00000376762.8,Known,False,True
ENST00000376753.8,Known,True,True
ENST00000376692.8,Known,True,True
ENCODEHT000193519,NIC,True,True
ENST00000376669.9,Known,True,True
ENST00000400895.6,Known,True,True
ENST00000376629.8,Known,True,True
ENST00000314340.9,Known,True,True
ENST00000376590.8,Known,False,True
ENST00000641820.1,Known,False,True
ENST00000376572.7,Known,True,True
ENCODEHT000193533,ISM,True,True
ENST00000196061.4,Known,True,True
ENST00000444836.5,Known,False,True
ENST00000235329.9,Known,True,True
ENST00000235332.5,Known,True,True
ENCODEHT000255269,NIC,False,True
ENCODEHT000255270,NIC,True,True
ENCODEHT000325387,NIC,True,True
ENCODEHT000255273,ISM,True,True
ENCODEHT000325389,ISM,True,True
ENCODEHT000255276,NIC,True,True
ENST00000478299.1,Known,True,True
ENST00000263932.6,Known,False,True
ENCODEHT000325395,NIC,False,True
ENCODEHT000325399,ISM,False,True
ENCODEHT000325402,NNC,False,False
ENST00000376259.6,Known,False,True
ENST00000492361.1,Known,False,True
ENCODEHT000325407,NNC,False,False
ENCODEHT000325409,NNC,False,False
ENCODEHT000325410,ISM,True,True
ENST00000616661.4,Known,True,True
ENCODEHT000193592,NIC,True,True
ENCODEHT000193594,NIC,False,False
ENCODEHT000255292,ISM,True,True
ENST00000376048.9,Known,True,True
ENST00000400796.7,Known,False,True
ENST00000376008.2,Known,False,True
ENST00000375980.8,Known,True,True
ENST00000333868.9,Known,True,True
ENST00000348549.9,Known,True,True
ENST00000375847.7,Known,True,True
ENST00000375826.3,Known,True,True
ENST00000480945.5,Known,True,True
ENST00000375793.2,Known,False,True
ENCODEHT000193673,ISM,True,True
ENST00000487496.1,Known,True,True
ENST00000375743.8,Known,False,True
ENST00000375592.7,Known,True,True
ENCODEHT000325444,NIC,False,False
ENST00000401088.8,Known,True,True
ENST00000471507.5,Known,True,True
ENST00000401089.3,Known,True,True
ENST00000492354.1,Known,True,True
ENCODEHT000255378,ISM,True,True
ENST00000337132.9,Known,True,True
ENST00000486390.1,Known,True,True
ENST00000443980.6,Known,True,True
ENCODEHT000193702,NNC,False,False
ENST00000639456.1,Known,False,True
ENCODEHT000193739,ISM,True,True
ENST00000375499.7,Known,True,True
ENCODEHT000193780,ISM,True,True
ENCODEHT000193781,NIC,True,True
ENST00000375448.4,Known,True,True
ENST00000375433.3,Known,True,True
ENST00000375341.7,Known,False,True
ENCODEHT000193820,NIC,False,True
ENST00000459947.5,Known,True,True
ENST00000437898.1,antisense,True,True
ENST00000437898.1,Known,True,True
ENST00000477853.5,Known,True,True
ENST00000330263.4,Known,True,True
ENCODEHT000325464,NNC,False,False
ENCODEHT000255511,ISM,True,True
ENST00000235835.7,Known,True,True
ENST00000375155.7,Known,False,True
ENST00000375153.7,Known,False,True
ENST00000400548.6,Known,False,True
ENST00000375144.5,Known,True,True
ENCODEHT000193860,NIC,True,True
ENCODEHT000193862,ISM,True,True
ENCODEHT000325469,ISM,True,True
ENST00000264202.7,Known,True,True
ENST00000482808.1,Known,True,True
ENST00000617872.4,Known,True,True
ENST00000322753.6,Known,True,True
ENST00000498067.1,Known,True,True
ENST00000467029.5,Known,True,True
ENST00000498642.5,Known,True,True
ENCODEHT000325473,NIC,False,True
ENST00000264198.4,Known,True,True
ENST00000415136.6,Known,True,True
ENCODEHT000193891,NNC,False,False
ENCODEHT000193892,ISM,True,True
ENCODEHT000193897,NNC,False,False
ENST00000312239.9,Known,True,True
ENST00000375003.6,Known,True,True
ENCODEHT000325480,NIC,True,True
ENCODEHT000193912,NIC,True,True
ENCODEHT000193915,NIC,True,True
ENCODEHT000193919,ISM,True,True
ENST00000415912.6,Known,False,True
ENST00000357071.8,Known,False,True
ENST00000374893.10,Known,False,True
ENST00000264205.10,Known,False,True
ENST00000374840.7,Known,False,True
ENST00000308271.13,Known,True,True
ENCODEHT000193948,NIC,True,True
ENCODEHT000193950,NIC,True,True
ENCODEHT000193951,NIC,True,True
ENCODEHT000255628,NIC,True,True
ENST00000421625.6,Known,True,True
ENCODEHT000255632,NIC,True,True
ENST00000489108.1,Known,True,True
ENST00000416769.2,Known,True,True
ENST00000641009.1,Known,True,True
ENST00000344548.7,Known,True,True
ENST00000315554.12,Known,True,True
ENCODEHT000193959,NIC,True,True
ENCODEHT000193960,ISM,True,True
ENST00000356634.7,Known,True,True
ENCODEHT000325513,ISM,True,True
ENCODEHT000325514,ISM,True,True
ENST00000471849.5,Known,True,True
ENCODEHT000193989,NIC,True,True
ENST00000478691.5,Known,False,True
ENST00000374616.7,Known,False,True
ENCODEHT000193995,NIC,True,True
ENCODEHT000255669,NIC,False,True
ENST00000374612.5,Known,True,True
ENCODEHT000193996,NIC,True,True
ENST00000302271.10,Known,True,True
ENCODEHT000255671,ISM,True,True
ENCODEHT000255679,NIC,True,True
ENCODEHT000325521,NIC,True,True
ENST00000606561.5,Known,True,True
ENST00000427764.3,Known,True,True
ENCODEHT000194003,ISM,True,True
ENCODEHT000194004,ISM,False,True
ENCODEHT000194007,ISM,True,True
ENCODEHT000194008,ISM,True,True
ENCODEHT000194010,NIC,True,True
ENCODEHT000194011,NIC,True,True
ENCODEHT000194012,NIC,True,True
ENCODEHT000194015,NIC,True,True
ENCODEHT000194017,NIC,False,True
ENCODEHT000255687,NIC,True,True
ENST00000374608.3,Known,True,True
ENST00000374561.5,Known,True,True
ENST00000374550.8,Known,True,True
ENST00000643754.2,Known,True,True
ENCODEHT000194046,ISM,True,True
ENCODEHT000194047,NNC,False,False
ENCODEHT000194048,NNC,True,False
ENCODEHT000194049,ISM,True,True
ENCODEHT000194050,NIC,False,False
ENCODEHT000194055,NIC,True,True
ENCODEHT000255720,NNC,False,False
ENCODEHT000255725,NIC,False,False
ENST00000467075.2,Known,True,True
ENST00000458455.2,Known,True,True
ENST00000482370.2,Known,True,True
ENCODEHT000194059,NIC,True,False
ENCODEHT000194060,NIC,False,False
ENCODEHT000194061,ISM,True,True
ENCODEHT000194065,ISM,True,True
ENST00000418390.6,Known,True,True
ENCODEHT000194068,ISM,True,True
ENST00000246151.8,Known,True,True
ENST00000374514.7,Known,True,True
ENCODEHT000194073,NNC,False,False
ENST00000374503.7,Known,True,True
ENST00000374502.7,Known,True,True
ENST00000617979.4,Known,True,True
ENST00000374497.7,Known,False,True
ENCODEHT000194088,NIC,True,True
ENST00000459934.5,Known,True,True
ENST00000374490.7,Known,True,True
ENST00000436439.6,Known,True,True
ENST00000374479.3,Known,True,True
ENCODEHT000255786,ISM,True,True
ENST00000374472.4,Known,True,True
ENST00000471915.5,Known,True,True
ENCODEHT000255792,NNC,True,False
ENST00000334351.7,Known,True,True
ENST00000374468.1,Known,True,True
ENCODEHT000325560,NNC,True,False
ENCODEHT000194134,ISM,True,True
ENST00000344989.10,Known,True,True
ENST00000453840.7,Known,True,True
ENCODEHT000194136,NIC,False,False
ENCODEHT000194137,NIC,False,False
ENCODEHT000194139,NIC,False,False
ENCODEHT000255799,NIC,False,False
ENCODEHT000325562,NIC,False,False
ENST00000343255.9,Known,True,True
ENCODEHT000194143,NIC,False,False
ENST00000492112.2,Known,True,True
ENCODEHT000194147,NIC,False,False
ENCODEHT000194148,NIC,False,False
ENST00000485292.1,Known,True,True
ENST00000327535.5,Known,False,True
ENST00000374418.3,Known,True,True
ENST00000358028.8,Known,True,True
ENST00000339255.2,Known,True,True
ENCODEHT000194175,NIC,True,True
ENCODEHT000194177,ISM,True,True
ENCODEHT000194179,NIC,True,True
ENST00000462710.5,Known,True,True
ENCODEHT000325575,NIC,True,True
ENST00000490543.5,Known,True,True
ENST00000479034.5,Known,True,True
ENCODEHT000194185,ISM,True,True
ENCODEHT000194186,ISM,True,True
ENCODEHT000255862,NIC,True,True
ENST00000374379.8,Known,True,True
ENST00000399916.5,Known,True,True
ENST00000308873.10,Known,True,True
ENST00000496967.1,Known,True,True
ENST00000236273.8,Known,True,True
ENCODEHT000194193,NIC,True,True
ENST00000354361.3,Known,True,True
ENST00000243189.11,Known,True,True
ENST00000498238.1,Known,True,True
ENST00000431849.3,Known,True,True
ENST00000374358.4,Known,True,True
ENST00000498135.5,Known,True,True
ENST00000480937.5,Known,True,True
ENCODEHT000255884,ISM,True,True
ENST00000374343.4,Known,True,True
ENCODEHT000325602,NNC,True,False
ENST00000374338.4,Known,False,True
ENST00000374303.6,Known,True,True
ENST00000474295.5,Known,True,True
ENST00000374307.9,Known,True,True
ENST00000466284.1,Known,True,True
ENST00000497956.1,Known,True,True
ENST00000374298.3,Known,True,True
ENST00000455785.6,Known,True,True
ENCODEHT000194227,NIC,True,True
ENST00000399728.5,Known,True,True
ENCODEHT000194228,ISM,True,True
ENCODEHT000194229,NIC,True,True
ENST00000465604.1,Known,True,True
ENCODEHT000194231,NIC,True,True
ENCODEHT000325611,NNC,False,False
ENCODEHT000325612,NNC,True,False
ENCODEHT000325613,NNC,True,False
ENST00000374291.5,Known,True,True
ENST00000374282.7,Known,True,True
ENCODEHT000325615,ISM,True,True
ENST00000374269.1,Known,True,True
ENST00000374266.6,Known,True,True
ENST00000465415.1,Known,False,True
ENST00000451429.7,Known,True,True
ENST00000252992.8,Known,True,True
ENST00000270792.9,Known,True,True
ENST00000319041.6,Known,True,True
ENCODEHT000325618,NNC,True,False
ENST00000357089.8,Known,True,True
ENST00000374221.7,Known,False,True
ENST00000374213.2,Known,True,True
ENST00000525682.6,Known,True,True
ENST00000236342.11,Known,True,True
ENST00000374185.7,Known,True,True
ENST00000360009.6,Known,True,True
ENST00000436153.6,Known,True,True
ENCODEHT000194267,ISM,True,True
ENST00000479815.5,Known,True,True
ENST00000460563.5,Known,True,True
ENCODEHT000325626,NNC,False,False
ENST00000464888.5,Known,True,True
ENCODEHT000255948,NNC,False,False
ENCODEHT000325628,NIC,False,False
ENCODEHT000325630,NNC,False,False
ENST00000463817.5,Known,True,True
ENCODEHT000194271,NNC,True,False
ENCODEHT000255951,NNC,True,False
ENST00000467700.5,Known,True,True
ENST00000361427.5,Known,True,True
ENST00000466194.1,Known,True,True
ENCODEHT000325635,NIC,False,False
ENST00000374168.6,Known,False,True
ENST00000531382.5,Known,False,True
ENCODEHT000325639,ISM,True,True
ENCODEHT000194276,NIC,True,True
ENCODEHT000194277,NIC,True,True
ENCODEHT000325642,NIC,True,True
ENCODEHT000194282,NIC,True,True
ENST00000374135.8,Known,True,True
ENST00000361720.9,Known,True,True
ENST00000321265.9,Known,True,True
ENCODEHT000194300,NNC,False,False
ENCODEHT000194302,NNC,True,False
ENCODEHT000194303,NNC,False,False
ENCODEHT000194305,NNC,False,False
ENCODEHT000325649,NIC,False,False
ENCODEHT000194313,ISM,True,True
ENCODEHT000194315,ISM,True,True
ENST00000374086.3,Known,False,True
ENST00000611517.4,Known,True,True
ENST00000464720.5,Known,True,True
ENCODEHT000256005,NNC,True,False
ENST00000478104.5,Known,True,True
ENST00000616558.4,Known,False,True
ENST00000374024.3,Known,False,True
ENST00000618852.4,Known,True,True
ENCODEHT000325663,ISM,True,True
ENCODEHT000194348,ISM,True,True
ENST00000374005.7,Known,False,True
ENST00000399173.5,Known,True,True
ENCODEHT000325668,NIC,True,True
ENST00000374004.5,Known,True,True
ENCODEHT000325670,NIC,False,False
ENCODEHT000325677,ISM,True,True
ENST00000374003.7,Known,True,True
ENST00000361157.10,Known,False,True
ENST00000339145.8,Known,False,True
ENST00000362020.4,Known,False,True
ENST00000373954.10,Known,True,True
ENST00000530324.5,Known,True,True
ENST00000373949.5,Known,True,True
ENST00000373943.8,Known,True,True
ENST00000468761.1,Known,True,True
ENST00000311772.9,Known,True,True
ENST00000373925.5,Known,True,True
ENCODEHT000325684,NIC,False,True
ENCODEHT000325685,NIC,True,True
ENCODEHT000325686,NIC,False,True
ENST00000373927.7,Known,True,True
ENST00000373921.7,Known,True,True
ENCODEHT000325688,NIC,True,True
ENCODEHT000325689,ISM,True,True
ENCODEHT000325690,NNC,False,False
ENST00000373912.7,Known,True,True
ENCODEHT000194363,NIC,True,False
ENST00000373909.7,Known,True,True
ENST00000313433.11,Known,True,True
ENST00000373884.5,Known,False,True
ENCODEHT000256041,NIC,False,True
ENST00000373871.7,Known,True,True
ENCODEHT000256047,NIC,True,True
ENST00000373857.7,Known,True,True
ENCODEHT000325701,NNC,True,False
ENST00000263697.5,Known,True,True
ENCODEHT000194372,ISM,True,True
ENCODEHT000194375,ISM,True,True
ENCODEHT000194380,NIC,True,False
ENCODEHT000194385,ISM,True,True
ENST00000497986.5,Known,True,True
ENST00000335514.9,Known,True,True
ENST00000465645.1,Known,True,True
ENCODEHT000194390,NNC,False,False
ENST00000253063.3,Known,False,True
ENST00000479574.5,Known,True,True
ENST00000373842.8,Known,True,True
ENST00000373839.7,Known,True,True
ENCODEHT000194396,ISM,True,True
ENST00000398958.6,Known,True,True
ENST00000649185.1,Known,False,True
ENCODEHT000194415,NIC,True,True
ENCODEHT000194419,NIC,True,True
ENST00000373833.10,Known,True,True
ENST00000373832.5,Known,True,True
ENST00000373831.7,Known,False,True
ENCODEHT000256094,NIC,True,True
ENCODEHT000256097,ISM,True,True
ENST00000478232.1,Known,True,True
ENST00000413987.1,Known,True,True
ENST00000437681.1,Known,True,True
ENST00000373830.4,Known,True,True
ENCODEHT000256104,NIC,True,False
ENST00000461832.2,antisense,True,True
ENST00000461832.2,Known,True,True
ENST00000470977.6,antisense,True,True
ENST00000470977.6,Known,True,True
ENST00000648127.1,antisense,True,True
ENST00000648127.1,Known,True,True
ENST00000483436.5,antisense,True,True
ENST00000483436.5,Known,True,True
ENST00000373824.8,Known,True,True
ENST00000373816.5,Known,True,True
ENST00000361872.8,Known,True,True
ENST00000294409.2,Known,True,True
ENCODEHT000325729,NIC,True,True
ENST00000373812.7,Known,True,True
ENST00000541996.5,Known,False,True
ENCODEHT000325731,NNC,False,False
ENST00000478283.5,Known,True,True
ENCODEHT000194446,NIC,True,False
ENCODEHT000325732,NNC,False,False
ENCODEHT000325734,NIC,False,False
ENCODEHT000256124,ISM,True,True
ENCODEHT000194450,ISM,True,True
ENST00000373795.6,Known,True,True
ENST00000466448.4,Known,True,True
ENST00000373791.7,Known,True,True
ENST00000263702.10,Known,True,True
ENCODEHT000256135,NIC,True,True
ENCODEHT000325745,NIC,False,True
ENCODEHT000325746,NIC,True,True
ENST00000414763.1,antisense,False,True
ENST00000414763.1,Known,False,True
ENST00000294507.3,Known,True,True
ENCODEHT000325749,NNC,True,False
ENCODEHT000325753,NIC,True,False
ENCODEHT000325754,NNC,False,False
ENCODEHT000325755,NNC,False,False
ENCODEHT000325756,NNC,True,False
ENCODEHT000325759,NNC,True,False
ENCODEHT000325760,ISM,True,True
ENCODEHT000325761,ISM,True,True
ENCODEHT000325762,ISM,True,True
ENCODEHT000325763,NNC,False,False
ENCODEHT000325765,NNC,False,False
ENCODEHT000325766,NNC,False,False
ENCODEHT000325769,ISM,True,True
ENCODEHT000325771,NIC,True,False
ENCODEHT000325773,NNC,True,False
ENCODEHT000256150,ISM,True,True
ENCODEHT000325777,NNC,False,False
ENST00000464569.1,Known,True,True
ENST00000257075.9,Known,True,True
ENST00000373747.7,Known,True,True
ENST00000426105.6,Known,True,True
ENST00000440538.6,Known,True,True
ENCODEHT000256155,NIC,True,True
ENST00000263694.8,Known,True,True
ENST00000486941.1,Known,True,True
ENST00000489853.1,Known,True,True
ENCODEHT000194485,NNC,True,False
ENCODEHT000194486,ISM,True,True
ENST00000373720.3,Known,True,True
ENST00000546109.5,Known,True,True
ENST00000344147.9,Known,True,True
ENST00000479629.5,Known,True,True
ENCODEHT000194491,NIC,True,True
ENST00000373714.5,Known,True,True
ENST00000373709.7,Known,False,True
ENCODEHT000256192,ISM,False,True
ENCODEHT000325796,ISM,False,True
ENCODEHT000194505,ISM,True,True
ENST00000373703.4,Known,True,True
ENCODEHT000194518,NIC,True,True
ENCODEHT000256202,NIC,True,True
ENCODEHT000325798,NNC,False,False
ENCODEHT000325801,NNC,True,False
ENST00000478502.5,Known,True,True
ENST00000602725.5,Known,True,True
ENST00000647444.1,Known,True,True
ENCODEHT000256206,NIC,True,True
ENCODEHT000325806,NIC,True,True
ENCODEHT000325807,NIC,True,True
ENST00000327300.11,Known,True,True
ENST00000492989.1,Known,False,True
ENST00000336294.9,Known,True,True
ENST00000441402.5,Known,True,True
ENST00000468135.5,Known,False,True
ENCODEHT000256222,ISM,True,True
ENST00000373625.7,Known,True,True
ENCODEHT000256229,ISM,True,True
ENST00000373610.7,Known,False,True
ENCODEHT000194557,ISM,True,True
ENST00000373609.1,Known,False,True
ENST00000373602.9,Known,True,True
ENST00000421922.6,Known,True,True
ENCODEHT000325820,NIC,True,True
ENCODEHT000325822,NNC,False,False
ENCODEHT000256247,NNC,False,False
ENST00000483009.1,Known,True,True
ENCODEHT000325825,NIC,True,True
ENCODEHT000325827,NIC,True,False
ENCODEHT000325830,NIC,False,False
ENST00000291358.10,Known,True,True
ENST00000309777.10,Known,True,True
ENST00000373586.1,Known,True,True
ENCODEHT000194570,NNC,True,False
ENCODEHT000194574,NNC,True,False
ENCODEHT000194575,NIC,True,True
ENCODEHT000325837,NIC,True,True
ENCODEHT000256263,ISM,True,True
ENCODEHT000194578,ISM,True,True
ENST00000336890.9,Known,True,True
ENCODEHT000325840,NIC,True,True
ENCODEHT000325843,NIC,True,True
ENST00000373548.7,Known,True,True
ENCODEHT000194584,ISM,True,True
ENCODEHT000325845,NIC,True,True
ENCODEHT000325847,NNC,False,False
ENCODEHT000194585,NIC,True,False
ENCODEHT000194586,ISM,True,True
ENCODEHT000256281,ISM,True,True
ENCODEHT000256284,ISM,True,True
ENCODEHT000256285,ISM,True,True
ENCODEHT000256286,NIC,True,True
ENST00000329421.7,Known,True,True
ENST00000455895.6,Known,True,True
